Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Calendario de carreras urbanas. Temporadas anteriores;deporte;Calendario, carreras, urbanas;29/01/2019;24/01/2025;01/01/2016;31/12/2024;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;10250;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=895edbaff4f78610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Urgencias atendidas desde los Servicios Sociales del Ayuntamiento de Madrid;sociedad-bienestar;urgencias, servicios, sociales;29/03/2019;01/10/2025;01/01/2018;30/09/2025;trimestral;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;11066;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0b006dace9578610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Citas proporcionadas desde los Centros de Servicios Sociales del Ayuntamiento de Madrid;sociedad-bienestar;servicios,sociales,citas;29/03/2019;01/10/2025;01/01/2018;30/09/2025;trimestral;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;10777;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=73ee23d869578610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Calendario de carreras urbanas. Temporada vigente;deporte;Calendario, carreras, urbanas;22/01/2019;24/01/2025;01/01/2025;31/12/2025;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2804;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8d3976ae4f068610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ranking de vulnerabilidad de los distritos y barrios de Madrid;sector-publico;Ranking, vulnerabilidad, distritos, barrios ;18/01/2019;15/12/2020;01/01/2018;31/12/2019;informacionhistorica;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;11806;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d029ed1e80d38610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Distinciones honoríficas otorgadas por el Ayuntamiento de Madrid;sector-publico;distinciones,honorificas;11/01/2019;24/06/2025;;24/06/2025;anual;Secretaría General del Pleno;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2611;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7b995e4a111c7610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Registro de Lobbies;sector-publico;Registro,Lobbies;14/12/2018;06/05/2025;01/01/2018;30/04/2025;trimestral;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2669;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b275eeccbc1a7610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Agencia para el Empleo. Perfiles de personas inscritas;empleo;oficinas de la agencia de empleo, empleo trabajo oficinas;07/07/2020;19/10/2025;01/01/2017;;diaria;Agencia para el Empleo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xls,api,xml,;175607;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=710e760a581a7610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Convenios;sector-publico;convenios;11/12/2018;10/10/2025;01/11/2018;30/09/2025;mensual;Oficina de la Secretaría de la Junta de Gobierno;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;17512;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=df55f4c203d97610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Comercios centenarios de Madrid;comercio;comercios centenarios;30/11/2018;19/03/2025;;;anual;Dirección General de Comercio y Hostelería;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2205;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=260aa34159f57610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Registro de animales potencialmente peligrosos;salud;registro, animales peligrosos;28/11/2018;06/02/2025;01/01/2002;31/12/2024;semestral;Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1862;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9317d7cb8a957610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Inspecciones de centros veterinarios y de venta de animales;salud;inspecciones, centros veterinarios;11/12/2018;04/09/2025;01/01/2017;30/06/2025;trimestral;Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;13059;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=293da8d40b957610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Registro de actividades de tratamiento de datos personales;sector-publico;actividades de tratamiento,tratamiento,datos,datos personales;20/11/2018;16/10/2025;26/04/2018;16/10/2025;quincenal;Coordinación General de Vicealcaldía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;6149;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=26bee1c05a617610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Contenedores de papel-cartón, vidrio, envases, orgánica y restos;medio-ambiente;Contenedor,aceite,vegetal,usado,;26/10/2018;13/10/2025;;13/10/2025;anual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;76688;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=38ed95bac1ba6610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Cruces semaforizados;transporte;tráfico, movilidad, TranspaTrafico, TranspaMovilidad, semáforos;21/11/2018;03/10/2025;;30/09/2025;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,geo,;4400;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2ade509d10786610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Callejero Oficial del Ayuntamiento de Madrid  (Servicio Web);urbanismo-infraestructuras;calles, callejero, direcciones;15/10/2018;;;;tiemporeal;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;3217;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a1aa044ac5e56610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Señalización vertical;urbanismo-infraestructuras;señalizacion,vertical;12/12/2018;29/07/2025;;28/07/2025;semestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3366;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8db16d68abd56610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Pagos a terceros;sector-publico;ejecucion presupuestaria, presupuestos,  Presupuestos Abiertos, pagos terceros, facturas;10/10/2018;27/03/2025;01/01/2011;31/12/2024;anual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;9710;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2fd903751cd56610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de participantes en el Programa Correr por Madrid;deporte;servicios públicos, Estudios de opinion;10/03/2020;18/10/2024;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2926;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6e45855d81d56610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de participantes en el Programa Marcha Nórdica;deporte;servicios públicos, Estudios de opinion;10/03/2020;10/12/2024;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;3138;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f2b4c709ae456610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Situación y Gestión. Histórico;transporte;taxi, flota de vehículos;03/10/2018;20/01/2023;01/01/2014;31/12/2022;anual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;17647;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=58b6507f09436610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Superficie de parques y zonas verdes de Madrid;medio-ambiente;Arbolado, parques, zonas verdes;13/09/2018;28/03/2025;01/01/2017;31/12/2024;anual;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;22993;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=559b401daf436610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Arbolado en parques y zonas verdes de Madrid;medio-ambiente;arbolado, parques, zonas verdes;07/08/2017;28/03/2025;01/01/2017;31/12/2024;anual;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;117798;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0101507f09436610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Próximas carreras urbanas;deporte;carreras, running, maratón, www.madrid.es;27/09/2018;;;;continua;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;36226;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a63c9c14c7916610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Regalos incorporados al patrimonio del Ayuntamiento de Madrid;sector-publico;regalos, patrimonio municipal;25/09/2018;01/10/2025;01/01/2017;24/09/2025;sindefinir;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4237;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=cc5363f7f5016610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Deportes. Inscripción de alumnos de Escuelas de promoción deportiva. Temporadas anteriores;deporte;deportes, deporte, alumnos, escuelas;20/09/2018;12/04/2024;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;9240;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3357843eb96f5610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Deportes. Competiciones deportivas municipales de deportes colectivos. Temporadas anteriores;deporte;deportes, deporte, competiciones;19/10/2015;09/09/2025;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;31377;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6515843eb96f5610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sondeo de la valoración y concienciación ciudadana sobre limpieza urbana en la ciudad de Madrid (serie);medio-ambiente;encuesta, calidad de vida, encuesta sobre servicios públicos, encuestas de satisfacción, calidad satisfacción;24/09/2018;26/07/2019;;;informacionhistorica;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3908;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=86f489c0861f5610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Contratos menores;hacienda;modificación de contratos, contratos modificados, contratos menores, contratos adjudicados, contratos basados;18/09/2018;14/10/2025;01/01/2015;30/09/2025;mensual;Dirección General de Contratación y Servicios;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;45675;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c331ef300ebe5610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sondeo sobre la Consulta Ciudadana organizada por el Ayuntamiento de Madrid en febrero de 2017;sector-publico;encuesta, calidad de vida, encuesta sobre servicios públicos, encuestas de satisfacción, calidad satisfacción;24/09/2018;12/09/2018;;;informacionhistorica;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1837;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7537d63283dc5610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sondeo sobre las medidas especiales de tráfico en Gran Vía y otras calles de Madrid en Navidad (serie);transporte;encuesta, calidad de vida, encuesta sobre servicios públicos, encuestas de satisfacción, calidad satisfacción;24/09/2018;26/07/2019;;;informacionhistorica;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;5430;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9012d63283dc5610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Entidades de participación ciudadana. Fundaciones (Sección 2ª);sociedad-bienestar;fundaciones entidades, participación ciudadana;06/09/2018;19/10/2025;;;diaria;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;7452;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ef4bcfc2d84a5610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aparcamientos municipales para residentes (PAR). Ofrecimientos de plazas libres;urbanismo-infraestructuras;aparcamientos, municipales, residentes, PAR, plazas libres;03/09/2018;20/12/2021;01/06/2018;31/12/2022;semestral;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;32362;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0036ad80f0f85610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Carteles informativos de zonas de videovigilancia en la vía pública;seguridad;Cartel informativo, CCTV, videovigilancia, cámaras, seguridad ciudadana, policía municipal ;31/08/2018;30/05/2023;;;anual;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3322;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=da26692c13585610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
BiciMAD. Datos de la situación de estaciones bicimad por día y hora;transporte;bicimad,bicicletas,bicis,transporte,estaciones;08/08/2018;;;;mensual;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;https://mobilitylabs.emtmadrid.es/sip/terms-of-use;Madrid,;json,zip,;4407;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f4b07e0543815610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
EMT. Flota de autobuses;transporte;EMT,flota,autobuses,autobus;07/08/2018;;;;semestral;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;https://mobilitylabs.emtmadrid.es/sip/terms-of-use;Madrid,;xls,;3365;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5112ab3b632a4610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
BiciMAD. Datos de los itinerarios de las bicicletas eléctricas;transporte; bicimad,bicicletas eléctricas,bicicletas,bicis,transporte;09/07/2018;;;;mensual;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;https://mobilitylabs.emtmadrid.es/sip/terms-of-use;Madrid,;json,zip,;6565;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d67921bb86e64610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Hidrantes de protección contra incendios en espacios públicos;medio-ambiente;Hidrantes, incendios ;17/09/2018;11/02/2025;01/01/2018;31/12/2024;anual;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;41747;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7afbf009af964610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Eventos de carácter comercial celebrados en CentroCentro;cultura-ocio;Madrid Destino, Palacio de Telecomunicaciones, Galería de cristal, alquiler, cesión de uso,empresas;28/06/2018;05/02/2025;01/01/2016;31/12/2024;anual;Madrid Destino, Cultura, Turismo y Negocio S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2041;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1716dca940144610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sanciones firmes y medidas de restablecimiento de la legalidad sobre inmuebles;urbanismo-infraestructuras;sanciones,legalizacion;03/10/2025;03/10/2025;01/01/2017;30/09/2025;trimestral;Dirección General de Edificación, Dirección General de Coordinación Territorial y Desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;42578;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9d0f467672044610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aforos de tráfico en la ciudad de Madrid permanentes;transporte;aforo,trafico;21/06/2018;08/05/2025;01/01/2018;31/03/2025;mensual;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;304342;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fabbf3e1de124610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Contenedores de vidrio con publicidad;medio-ambiente;Contenedores, vidrio, reciclaje;21/06/2018;30/09/2025;;30/09/2025;mensual;Dirección General de Patrimonio Cultural y Paisaje Urbano;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;4711;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=26a125809e214610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Zona de Bajas Emisiones de Especial Protección (ZBEDEP) Distrito Centro. Cámaras y calles;transporte;áreas de prioridad residencial, apr,  restricción de tráfico, cámaras aprs, cámaras, madrid central;09/07/2018;03/06/2025;;29/05/2025;anual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,kmz,;176669;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=019f24aaef3d3610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Accidentes de tráfico de la ciudad de Madrid;transporte;Seguridad, circulación, vial, señalización, siniestralidad, tránsito, siniestro, incidente,  choque, atropello, ciclista, bici, motocicleta.;21/06/2018;01/10/2025;01/01/2010;31/08/2025;mensual;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;132234;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Depósitos de la grúa  del Ayuntamiento de Madrid;transporte;cultura, equipamientos, www.madrid.es;31/05/2018;;;;continua;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;16157;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=408dd7c1426b3610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
